Time,[C]
0.000000	0.000000
0.010000	0.000000
0.020000	0.000000
0.030000	0.000000
0.040000	0.000000
0.050000	0.000000
0.060000	0.000000
0.070000	0.000000
0.080000	0.000001
0.090000	0.000004
0.100000	0.000008
0.110000	0.000017
0.120000	0.000030
0.130000	0.000050
0.140000	0.000076
0.150000	0.000110
0.160000	0.000153
0.170000	0.000206
0.180000	0.000268
0.190000	0.000340
0.200000	0.000423
0.210000	0.000516
0.220000	0.000619
0.230000	0.000733
0.240000	0.000858
0.250000	0.000992
0.260000	0.001136
0.270000	0.001289
0.280000	0.001452
0.290000	0.001624
0.300000	0.001805
0.310000	0.001995
0.320000	0.002192
0.330000	0.002398
0.340000	0.002611
0.350000	0.002831
0.360000	0.003058
0.370000	0.003293
0.380000	0.003533
0.390000	0.003781
0.400000	0.004034
0.410000	0.004293
0.420000	0.004557
0.430000	0.004828
0.440000	0.005103
0.450000	0.005383
0.460000	0.005669
0.470000	0.005959
0.480000	0.006254
0.490000	0.006553
0.500000	0.006856
0.510000	0.007164
0.520000	0.007475
0.530000	0.007791
0.540000	0.008110
0.550000	0.008434
0.560000	0.008760
0.570000	0.009091
0.580000	0.009424
0.590000	0.009761
0.600000	0.010102
0.610000	0.010445
0.620000	0.010792
0.630000	0.011141
0.640000	0.011494
0.650000	0.011849
0.660000	0.012207
0.670000	0.012568
0.680000	0.012932
0.690000	0.013298
0.700000	0.013667
0.710000	0.014038
0.720000	0.014411
0.730000	0.014787
0.740000	0.015166
0.750000	0.015546
0.760000	0.015929
0.770000	0.016314
0.780000	0.016701
0.790000	0.017090
0.800000	0.017482
0.810000	0.017875
0.820000	0.018269
0.830000	0.018666
0.840000	0.019065
0.850000	0.019465
0.860000	0.019867
0.870000	0.020271
0.880000	0.020676
0.890000	0.021083
0.900000	0.021491
0.910000	0.021901
0.920000	0.022312
0.930000	0.022725
0.940000	0.023139
0.950000	0.023554
0.960000	0.023971
0.970000	0.024388
0.980000	0.024807
0.990000	0.025227
1.000000	0.025648
1.010000	0.026070
1.020000	0.026493
1.030000	0.026917
1.040000	0.027342
1.050000	0.027767
1.060000	0.028194
1.070000	0.028621
1.080000	0.029049
1.090000	0.029478
1.100000	0.029908
1.110000	0.030338
1.120000	0.030768
1.130000	0.031200
1.140000	0.031631
1.150000	0.032064
1.160000	0.032496
1.170000	0.032929
1.180000	0.033363
1.190000	0.033797
1.200000	0.034231
1.210000	0.034665
1.220000	0.035100
1.230000	0.035535
1.240000	0.035970
1.250000	0.036406
1.260000	0.036841
1.270000	0.037277
1.280000	0.037712
1.290000	0.038148
1.300000	0.038584
1.310000	0.039019
1.320000	0.039455
1.330000	0.039891
1.340000	0.040326
1.350000	0.040762
1.360000	0.041197
1.370000	0.041632
1.380000	0.042067
1.390000	0.042502
1.400000	0.042936
1.410000	0.043370
1.420000	0.043804
1.430000	0.044238
1.440000	0.044671
1.450000	0.045104
1.460000	0.045537
1.470000	0.045969
1.480000	0.046401
1.490000	0.046832
1.500000	0.047263
1.510000	0.047694
1.520000	0.048124
1.530000	0.048553
1.540000	0.048982
1.550000	0.049411
1.560000	0.049839
1.570000	0.050266
1.580000	0.050693
1.590000	0.051119
1.600000	0.051545
1.610000	0.051970
1.620000	0.052394
1.630000	0.052818
1.640000	0.053241
1.650000	0.053664
1.660000	0.054085
1.670000	0.054506
1.680000	0.054926
1.690000	0.055346
1.700000	0.055765
1.710000	0.056183
1.720000	0.056600
1.730000	0.057017
1.740000	0.057432
1.750000	0.057847
1.760000	0.058262
1.770000	0.058675
1.780000	0.059087
1.790000	0.059499
1.800000	0.059910
1.810000	0.060320
1.820000	0.060729
1.830000	0.061137
1.840000	0.061545
1.850000	0.061951
1.860000	0.062357
1.870000	0.062762
1.880000	0.063166
1.890000	0.063569
1.900000	0.063971
1.910000	0.064372
1.920000	0.064772
1.930000	0.065172
1.940000	0.065570
1.950000	0.065967
1.960000	0.066364
1.970000	0.066759
1.980000	0.067154
1.990000	0.067548
2.000000	0.067940
2.010000	0.068332
2.020000	0.068723
2.030000	0.069112
2.040000	0.069501
2.050000	0.069889
2.060000	0.070276
2.070000	0.070662
2.080000	0.071046
2.090000	0.071430
2.100000	0.071813
2.110000	0.072195
2.120000	0.072576
2.130000	0.072956
2.140000	0.073334
2.150000	0.073712
2.160000	0.074089
2.170000	0.074465
2.180000	0.074840
2.190000	0.075214
2.200000	0.075586
2.210000	0.075958
2.220000	0.076329
2.230000	0.076698
2.240000	0.077067
2.250000	0.077435
2.260000	0.077801
2.270000	0.078167
2.280000	0.078532
2.290000	0.078895
2.300000	0.079258
2.310000	0.079619
2.320000	0.079980
2.330000	0.080339
2.340000	0.080698
2.350000	0.081055
2.360000	0.081412
2.370000	0.081767
2.380000	0.082121
2.390000	0.082475
2.400000	0.082827
2.410000	0.083178
2.420000	0.083529
2.430000	0.083878
2.440000	0.084226
2.450000	0.084573
2.460000	0.084920
2.470000	0.085265
2.480000	0.085609
2.490000	0.085952
2.500000	0.086294
2.510000	0.086635
2.520000	0.086976
2.530000	0.087315
2.540000	0.087653
2.550000	0.087990
2.560000	0.088326
2.570000	0.088661
2.580000	0.088995
2.590000	0.089328
2.600000	0.089660
2.610000	0.089992
2.620000	0.090322
2.630000	0.090651
2.640000	0.090979
2.650000	0.091306
2.660000	0.091632
2.670000	0.091958
2.680000	0.092282
2.690000	0.092605
2.700000	0.092927
2.710000	0.093248
2.720000	0.093569
2.730000	0.093888
2.740000	0.094206
2.750000	0.094524
2.760000	0.094840
2.770000	0.095156
2.780000	0.095470
2.790000	0.095784
2.800000	0.096096
2.810000	0.096408
2.820000	0.096719
2.830000	0.097028
2.840000	0.097337
2.850000	0.097645
2.860000	0.097952
2.870000	0.098258
2.880000	0.098563
2.890000	0.098867
2.900000	0.099170
2.910000	0.099472
2.920000	0.099774
2.930000	0.100074
2.940000	0.100374
2.950000	0.100672
2.960000	0.100970
2.970000	0.101266
2.980000	0.101562
2.990000	0.101857
3.000000	0.102151
3.010000	0.102444
3.020000	0.102737
3.030000	0.103028
3.040000	0.103318
3.050000	0.103608
3.060000	0.103896
3.070000	0.104184
3.080000	0.104471
3.090000	0.104757
3.100000	0.105042
3.110000	0.105326
3.120000	0.105610
3.130000	0.105892
3.140000	0.106174
3.150000	0.106455
3.160000	0.106735
3.170000	0.107014
3.180000	0.107292
3.190000	0.107569
3.200000	0.107846
3.210000	0.108122
3.220000	0.108396
3.230000	0.108670
3.240000	0.108944
3.250000	0.109216
3.260000	0.109487
3.270000	0.109758
3.280000	0.110028
3.290000	0.110297
3.300000	0.110565
3.310000	0.110833
3.320000	0.111099
3.330000	0.111365
3.340000	0.111630
3.350000	0.111894
3.360000	0.112157
3.370000	0.112420
3.380000	0.112682
3.390000	0.112943
3.400000	0.113203
3.410000	0.113462
3.420000	0.113721
3.430000	0.113979
3.440000	0.114236
3.450000	0.114492
3.460000	0.114748
3.470000	0.115002
3.480000	0.115256
3.490000	0.115509
3.500000	0.115762
3.510000	0.116013
3.520000	0.116264
3.530000	0.116515
3.540000	0.116764
3.550000	0.117013
3.560000	0.117261
3.570000	0.117508
3.580000	0.117754
3.590000	0.118000
3.600000	0.118245
3.610000	0.118489
3.620000	0.118733
3.630000	0.118975
3.640000	0.119217
3.650000	0.119459
3.660000	0.119699
3.670000	0.119939
3.680000	0.120178
3.690000	0.120417
3.700000	0.120655
3.710000	0.120892
3.720000	0.121128
3.730000	0.121364
3.740000	0.121599
3.750000	0.121833
3.760000	0.122067
3.770000	0.122300
3.780000	0.122532
3.790000	0.122763
3.800000	0.122994
3.810000	0.123224
3.820000	0.123454
3.830000	0.123683
3.840000	0.123911
3.850000	0.124138
3.860000	0.124365
3.870000	0.124591
3.880000	0.124817
3.890000	0.125042
3.900000	0.125266
3.910000	0.125489
3.920000	0.125712
3.930000	0.125935
3.940000	0.126156
3.950000	0.126377
3.960000	0.126597
3.970000	0.126817
3.980000	0.127036
3.990000	0.127254
4.000000	0.127472
4.010000	0.127689
4.020000	0.127906
4.030000	0.128122
4.040000	0.128337
4.050000	0.128552
4.060000	0.128766
4.070000	0.128979
4.080000	0.129192
4.090000	0.129404
4.100000	0.129616
4.110000	0.129827
4.120000	0.130037
4.130000	0.130247
4.140000	0.130456
4.150000	0.130665
4.160000	0.130873
4.170000	0.131080
4.180000	0.131287
4.190000	0.131493
4.200000	0.131699
4.210000	0.131904
4.220000	0.132109
4.230000	0.132313
4.240000	0.132516
4.250000	0.132719
4.260000	0.132921
4.270000	0.133123
4.280000	0.133324
4.290000	0.133524
4.300000	0.133724
4.310000	0.133924
4.320000	0.134123
4.330000	0.134321
4.340000	0.134519
4.350000	0.134716
4.360000	0.134912
4.370000	0.135108
4.380000	0.135304
4.390000	0.135499
4.400000	0.135694
4.410000	0.135887
4.420000	0.136081
4.430000	0.136274
4.440000	0.136466
4.450000	0.136658
4.460000	0.136849
4.470000	0.137040
4.480000	0.137230
4.490000	0.137420
4.500000	0.137609
4.510000	0.137798
4.520000	0.137986
4.530000	0.138173
4.540000	0.138361
4.550000	0.138547
4.560000	0.138733
4.570000	0.138919
4.580000	0.139104
4.590000	0.139289
4.600000	0.139473
4.610000	0.139656
4.620000	0.139839
4.630000	0.140022
4.640000	0.140204
4.650000	0.140386
4.660000	0.140567
4.670000	0.140748
4.680000	0.140928
4.690000	0.141107
4.700000	0.141287
4.710000	0.141465
4.720000	0.141644
4.730000	0.141821
4.740000	0.141999
4.750000	0.142176
4.760000	0.142352
4.770000	0.142528
4.780000	0.142703
4.790000	0.142878
4.800000	0.143053
4.810000	0.143227
4.820000	0.143400
4.830000	0.143573
4.840000	0.143746
4.850000	0.143918
4.860000	0.144090
4.870000	0.144261
4.880000	0.144432
4.890000	0.144602
4.900000	0.144772
4.910000	0.144942
4.920000	0.145111
4.930000	0.145280
4.940000	0.145448
4.950000	0.145616
4.960000	0.145783
4.970000	0.145950
4.980000	0.146116
4.990000	0.146282
5.000000	0.146448
5.010000	0.146613
5.020000	0.146778
5.030000	0.146942
5.040000	0.147106
5.050000	0.147269
5.060000	0.147432
5.070000	0.147595
5.080000	0.147757
5.090000	0.147919
5.100000	0.148080
5.110000	0.148241
5.120000	0.148402
5.130000	0.148562
5.140000	0.148722
5.150000	0.148881
5.160000	0.149040
5.170000	0.149199
5.180000	0.149357
5.190000	0.149514
5.200000	0.149672
5.210000	0.149829
5.220000	0.149985
5.230000	0.150141
5.240000	0.150297
5.250000	0.150452
5.260000	0.150607
5.270000	0.150762
5.280000	0.150916
5.290000	0.151070
5.300000	0.151223
5.310000	0.151376
5.320000	0.151529
5.330000	0.151681
5.340000	0.151833
5.350000	0.151984
5.360000	0.152136
5.370000	0.152286
5.380000	0.152437
5.390000	0.152587
5.400000	0.152736
5.410000	0.152886
5.420000	0.153034
5.430000	0.153183
5.440000	0.153331
5.450000	0.153479
5.460000	0.153626
5.470000	0.153773
5.480000	0.153920
5.490000	0.154067
5.500000	0.154212
5.510000	0.154358
5.520000	0.154503
5.530000	0.154648
5.540000	0.154793
5.550000	0.154937
5.560000	0.155081
5.570000	0.155224
5.580000	0.155368
5.590000	0.155510
5.600000	0.155653
5.610000	0.155795
5.620000	0.155937
5.630000	0.156078
5.640000	0.156219
5.650000	0.156360
5.660000	0.156501
5.670000	0.156641
5.680000	0.156780
5.690000	0.156920
5.700000	0.157059
5.710000	0.157198
5.720000	0.157336
5.730000	0.157474
5.740000	0.157612
5.750000	0.157749
5.760000	0.157887
5.770000	0.158023
5.780000	0.158160
5.790000	0.158296
5.800000	0.158432
5.810000	0.158567
5.820000	0.158702
5.830000	0.158837
5.840000	0.158972
5.850000	0.159106
5.860000	0.159240
5.870000	0.159374
