0.0,50,0,0,0
0.000943113243547,49,0,0,1
0.00440929452936,48,0,0,2
0.0101050235041,47,0,0,3
0.0121906788665,46,0,0,4
0.013149445806,45,0,0,5
0.0192398079382,44,0,0,6
0.0266872880559,43,0,0,7
0.0276003144211,42,0,0,8
0.0277767317069,41,0,0,9
0.0302741600262,40,0,0,10
0.0339536142566,39,0,0,11
0.0346249661534,38,0,0,12
0.0364239011683,38,1,0,11
0.041233734881,37,1,0,12
0.0448725166613,36,1,0,13
0.046353768021,35,1,0,14
0.0539500849931,34,1,0,15
0.0646697707511,33,1,0,16
0.070493204672,32,1,0,17
0.0799380808225,32,2,0,16
0.0819255990349,32,3,0,15
0.0870842709436,32,2,0,16
0.0917746196862,31,2,0,17
0.109183443159,30,2,0,18
0.116798561055,29,2,0,19
0.120960251228,29,3,0,18
0.128450482424,29,4,0,17
0.129451047793,28,4,0,18
0.13229319775,28,5,0,17
0.13398382077,28,4,0,18
0.134266652779,28,5,0,17
0.13595006403,28,6,0,16
0.138063768338,28,7,0,15
0.14226589641,28,8,0,14
0.143189877022,27,8,0,15
0.143421259657,26,8,0,16
0.147426733628,25,8,0,17
0.176410867829,26,8,0,16
0.180935919174,25,8,0,17
0.190339835469,24,8,0,18
0.192275491654,25,8,0,17
0.197998601301,24,8,0,18
0.203047770163,24,9,0,17
0.213293715956,23,9,0,18
0.214198315524,22,9,0,19
0.215477669574,22,10,0,18
0.217689083,22,11,0,17
0.22119106385,22,10,0,18
0.222816198075,21,10,0,19
0.229936798785,20,10,0,20
0.2325209678,19,10,0,21
0.235342845014,19,11,0,20
0.239147810131,18,11,0,21
0.241009122833,18,12,0,20
0.241899104479,17,12,0,21
0.243652039971,16,12,0,22
0.243858308348,17,11,0,22
0.249643185624,16,11,0,23
0.251729438039,16,11,1,22
0.252429442808,16,12,1,21
0.258927447645,16,13,1,20
0.262570481875,17,13,0,20
0.263326552599,17,12,0,21
0.267930285235,18,11,0,21
0.271188151565,18,12,0,20
0.272356377816,18,13,0,19
0.272937350647,17,13,0,20
0.273484784633,16,13,0,21
0.288657867436,17,13,0,20
0.292823341302,18,13,0,19
